split,path,label
train,train\01_宫保鸡丁\01_000284.jpg,1
train,train\01_宫保鸡丁\01_000035.jpg,1
train,train\01_宫保鸡丁\01_000059.jpg,1
train,train\01_宫保鸡丁\01_000206.jpg,1
train,train\01_宫保鸡丁\01_000299.jpg,1
train,train\01_宫保鸡丁\01_000521.jpg,1
train,train\01_宫保鸡丁\01_000817.jpg,1
train,train\01_宫保鸡丁\01_000312.jpg,1
train,train\01_宫保鸡丁\01_000580.jpg,1
train,train\01_宫保鸡丁\01_000386.jpg,1
train,train\01_宫保鸡丁\01_000004.jpg,1
train,train\01_宫保鸡丁\01_000055.jpg,1
train,train\01_宫保鸡丁\01_000183.jpg,1
train,train\01_宫保鸡丁\01_000467.jpg,1
train,train\01_宫保鸡丁\01_000568.jpg,1
train,train\01_宫保鸡丁\01_000125.jpg,1
train,train\01_宫保鸡丁\01_000025.jpg,1
train,train\01_宫保鸡丁\01_000547.jpg,1
train,train\01_宫保鸡丁\01_000757.jpg,1
train,train\01_宫保鸡丁\01_000099.jpg,1
train,train\01_宫保鸡丁\01_000215.jpg,1
train,train\01_宫保鸡丁\01_000047.jpg,1
train,train\01_宫保鸡丁\01_000590.jpg,1
train,train\01_宫保鸡丁\01_000374.jpg,1
train,train\01_宫保鸡丁\01_000507.jpg,1
train,train\02_回锅肉\02_000039.jpg,2
train,train\02_回锅肉\02_000014.jpg,2
train,train\02_回锅肉\02_000615.jpg,2
train,train\02_回锅肉\02_000031.jpg,2
train,train\02_回锅肉\02_000174.jpg,2
train,train\02_回锅肉\02_000241.jpg,2
train,train\02_回锅肉\02_000363.jpg,2
train,train\02_回锅肉\02_000206.jpg,2
train,train\02_回锅肉\02_000685.jpg,2
train,train\02_回锅肉\02_000753.jpg,2
train,train\02_回锅肉\02_000023.jpg,2
train,train\02_回锅肉\02_000040.jpg,2
train,train\02_回锅肉\02_000380.jpg,2
train,train\02_回锅肉\02_000485.jpg,2
train,train\02_回锅肉\02_000637.jpg,2
train,train\02_回锅肉\02_000917.jpg,2
train,train\02_回锅肉\02_000044.jpg,2
train,train\02_回锅肉\02_000225.jpg,2
train,train\02_回锅肉\02_000454.jpg,2
train,train\02_回锅肉\02_000284.jpg,2
train,train\02_回锅肉\02_000007.jpg,2
train,train\02_回锅肉\02_000133.jpg,2
train,train\02_回锅肉\02_000817.jpg,2
train,train\02_回锅肉\02_000409.jpg,2
train,train\02_回锅肉\02_000921.jpg,2
train,train\02_回锅肉\02_000674.jpg,2
train,train\02_回锅肉\02_000802.jpg,2
train,train\02_回锅肉\02_000051.jpg,2
train,train\02_回锅肉\02_000164.jpg,2
train,train\02_回锅肉\02_000643.jpg,2
train,train\02_回锅肉\02_000453.jpg,2
train,train\02_回锅肉\02_000079.jpg,2
train,train\02_回锅肉\02_000025.jpg,2
train,train\02_回锅肉\02_000647.jpg,2
train,train\02_回锅肉\02_000375.jpg,2
train,train\02_回锅肉\02_000269.jpg,2
train,train\02_回锅肉\02_000489.jpg,2
train,train\02_回锅肉\02_000272.jpg,2
train,train\02_回锅肉\02_000692.jpg,2
train,train\02_回锅肉\02_000041.jpg,2
train,train\02_回锅肉\02_000595.jpg,2
train,train\02_回锅肉\02_000861.jpg,2
train,train\02_回锅肉\02_000428.jpg,2
train,train\02_回锅肉\02_000800.jpg,2
train,train\02_回锅肉\02_000435.jpg,2
train,train\02_回锅肉\02_000215.jpg,2
train,train\02_回锅肉\02_000458.jpg,2
train,train\02_回锅肉\02_000520.jpg,2
train,train\02_回锅肉\02_000812.jpg,2
train,train\02_回锅肉\02_000810.jpg,2
train,train\02_回锅肉\02_000060.jpg,2
train,train\02_回锅肉\02_000478.jpg,2
train,train\02_回锅肉\02_000456.jpg,2
train,train\02_回锅肉\02_000532.jpg,2
train,train\02_回锅肉\02_000770.jpg,2
train,train\02_回锅肉\02_000037.jpg,2
train,train\02_回锅肉\02_000111.jpg,2
train,train\02_回锅肉\02_000350.jpg,2
train,train\02_回锅肉\02_000793.jpg,2
train,train\02_回锅肉\02_000262.jpg,2
train,train\02_回锅肉\02_000116.jpg,2
train,train\02_回锅肉\02_000001.jpg,2
train,train\02_回锅肉\02_000857.jpg,2
train,train\02_回锅肉\02_000066.jpg,2
train,train\02_回锅肉\02_000117.jpg,2
train,train\02_回锅肉\02_000587.jpg,2
train,train\02_回锅肉\02_000110.jpg,2
train,train\02_回锅肉\02_000651.jpg,2
train,train\02_回锅肉\02_000704.jpg,2
train,train\02_回锅肉\02_000343.jpg,2
train,train\03_鱼香肉丝\03_000049.jpg,3
train,train\03_鱼香肉丝\03_000731.jpg,3
train,train\03_鱼香肉丝\03_000044.jpg,3
train,train\03_鱼香肉丝\03_000618.jpg,3
train,train\03_鱼香肉丝\03_000347.jpg,3
train,train\03_鱼香肉丝\03_000609.jpg,3
train,train\03_鱼香肉丝\03_000289.jpg,3
train,train\03_鱼香肉丝\03_000453.jpg,3
train,train\03_鱼香肉丝\03_000052.jpg,3
train,train\03_鱼香肉丝\03_000221.jpg,3
train,train\03_鱼香肉丝\03_000185.jpg,3
train,train\03_鱼香肉丝\03_000005.jpg,3
train,train\03_鱼香肉丝\03_000158.jpg,3
train,train\03_鱼香肉丝\03_000873.jpg,3
train,train\03_鱼香肉丝\03_000501.jpg,3
train,train\03_鱼香肉丝\03_000840.jpg,3
train,train\03_鱼香肉丝\03_000218.jpg,3
train,train\03_鱼香肉丝\03_000527.jpg,3
train,train\03_鱼香肉丝\03_000126.jpg,3
train,train\03_鱼香肉丝\03_000531.jpg,3
train,train\03_鱼香肉丝\03_000283.jpg,3
train,train\03_鱼香肉丝\03_000864.jpg,3
train,train\03_鱼香肉丝\03_000451.jpg,3
train,train\03_鱼香肉丝\03_000142.jpg,3
train,train\03_鱼香肉丝\03_000627.jpg,3
train,train\03_鱼香肉丝\03_000336.jpg,3
train,train\03_鱼香肉丝\03_000371.jpg,3
train,train\03_鱼香肉丝\03_000507.jpg,3
train,train\03_鱼香肉丝\03_000201.jpg,3
train,train\03_鱼香肉丝\03_000162.jpg,3
train,train\03_鱼香肉丝\03_000065.jpg,3
train,train\03_鱼香肉丝\03_000431.jpg,3
train,train\03_鱼香肉丝\03_000011.jpg,3
train,train\03_鱼香肉丝\03_000657.jpg,3
train,train\03_鱼香肉丝\03_000466.jpg,3
train,train\03_鱼香肉丝\03_000008.jpg,3
train,train\03_鱼香肉丝\03_000511.jpg,3
train,train\03_鱼香肉丝\03_000920.jpg,3
train,train\03_鱼香肉丝\03_000528.jpg,3
train,train\03_鱼香肉丝\03_000199.jpg,3
train,train\03_鱼香肉丝\03_000924.jpg,3
train,train\03_鱼香肉丝\03_000351.jpg,3
train,train\03_鱼香肉丝\03_000923.jpg,3
train,train\03_鱼香肉丝\03_000127.jpg,3
train,train\03_鱼香肉丝\03_000862.jpg,3
train,train\03_鱼香肉丝\03_000637.jpg,3
train,train\03_鱼香肉丝\03_000294.jpg,3
train,train\03_鱼香肉丝\03_000257.jpg,3
train,train\03_鱼香肉丝\03_000340.jpg,3
train,train\03_鱼香肉丝\03_000370.jpg,3
train,train\03_鱼香肉丝\03_000517.jpg,3
train,train\03_鱼香肉丝\03_000007.jpg,3
train,train\03_鱼香肉丝\03_000260.jpg,3
train,train\03_鱼香肉丝\03_000588.jpg,3
train,train\03_鱼香肉丝\03_000468.jpg,3
train,train\03_鱼香肉丝\03_000520.jpg,3
train,train\03_鱼香肉丝\03_000290.jpg,3
train,train\03_鱼香肉丝\03_000100.jpg,3
train,train\03_鱼香肉丝\03_000418.jpg,3
train,train\03_鱼香肉丝\03_000698.jpg,3
train,train\03_鱼香肉丝\03_000495.jpg,3
train,train\03_鱼香肉丝\03_000354.jpg,3
train,train\03_鱼香肉丝\03_000274.jpg,3
train,train\03_鱼香肉丝\03_000047.jpg,3
train,train\03_鱼香肉丝\03_000120.jpg,3
train,train\03_鱼香肉丝\03_000280.jpg,3
train,train\03_鱼香肉丝\03_000742.jpg,3
train,train\03_鱼香肉丝\03_000056.jpg,3
train,train\03_鱼香肉丝\03_000646.jpg,3
train,train\03_鱼香肉丝\03_000375.jpg,3
train,train\04_水煮鱼\04_000053.jpg,4
train,train\04_水煮鱼\04_000632.jpg,4
train,train\04_水煮鱼\04_000348.jpg,4
train,train\04_水煮鱼\04_000676.jpg,4
train,train\04_水煮鱼\04_000290.jpg,4
train,train\04_水煮鱼\04_000235.jpg,4
train,train\04_水煮鱼\04_000545.jpg,4
train,train\04_水煮鱼\04_000012.jpg,4
train,train\04_水煮鱼\04_000127.jpg,4
train,train\04_水煮鱼\04_000389.jpg,4
train,train\04_水煮鱼\04_000512.jpg,4
train,train\04_水煮鱼\04_000416.jpg,4
train,train\04_水煮鱼\04_000363.jpg,4
train,train\04_水煮鱼\04_000577.jpg,4
train,train\04_水煮鱼\04_000316.jpg,4
train,train\04_水煮鱼\04_000442.jpg,4
train,train\04_水煮鱼\04_000190.jpg,4
train,train\04_水煮鱼\04_000392.jpg,4
train,train\04_水煮鱼\04_000284.jpg,4
train,train\04_水煮鱼\04_000047.jpg,4
train,train\04_水煮鱼\04_000608.jpg,4
train,train\04_水煮鱼\04_000829.jpg,4
train,train\04_水煮鱼\04_000711.jpg,4
train,train\04_水煮鱼\04_000655.jpg,4
train,train\04_水煮鱼\04_000511.jpg,4
train,train\04_水煮鱼\04_000304.jpg,4
train,train\04_水煮鱼\04_000333.jpg,4
train,train\04_水煮鱼\04_000259.jpg,4
train,train\04_水煮鱼\04_000489.jpg,4
train,train\04_水煮鱼\04_000505.jpg,4
train,train\04_水煮鱼\04_000206.jpg,4
train,train\04_水煮鱼\04_000714.jpg,4
train,train\04_水煮鱼\04_000041.jpg,4
train,train\04_水煮鱼\04_000450.jpg,4
train,train\04_水煮鱼\04_000268.jpg,4
train,train\04_水煮鱼\04_000174.jpg,4
train,train\04_水煮鱼\04_000072.jpg,4
train,train\04_水煮鱼\04_000087.jpg,4
train,train\04_水煮鱼\04_000564.jpg,4
train,train\04_水煮鱼\04_000631.jpg,4
train,train\04_水煮鱼\04_000551.jpg,4
train,train\04_水煮鱼\04_000429.jpg,4
train,train\04_水煮鱼\04_000539.jpg,4
train,train\04_水煮鱼\04_000154.jpg,4
train,train\04_水煮鱼\04_000589.jpg,4
train,train\04_水煮鱼\04_000478.jpg,4
train,train\04_水煮鱼\04_000050.jpg,4
train,train\04_水煮鱼\04_000378.jpg,4
train,train\04_水煮鱼\04_000567.jpg,4
train,train\04_水煮鱼\04_000624.jpg,4
train,train\04_水煮鱼\04_000081.jpg,4
train,train\04_水煮鱼\04_000668.jpg,4
train,train\04_水煮鱼\04_000315.jpg,4
train,train\04_水煮鱼\04_000023.jpg,4
train,train\04_水煮鱼\04_000277.jpg,4
train,train\04_水煮鱼\04_000162.jpg,4
train,train\04_水煮鱼\04_000112.jpg,4
train,train\04_水煮鱼\04_000213.jpg,4
train,train\04_水煮鱼\04_000170.jpg,4
train,train\04_水煮鱼\04_000532.jpg,4
train,train\04_水煮鱼\04_000138.jpg,4
train,train\04_水煮鱼\04_000654.jpg,4
train,train\04_水煮鱼\04_000016.jpg,4
train,train\04_水煮鱼\04_000572.jpg,4
train,train\04_水煮鱼\04_000638.jpg,4
train,train\04_水煮鱼\04_000409.jpg,4
train,train\04_水煮鱼\04_000816.jpg,4
train,train\04_水煮鱼\04_000490.jpg,4
train,train\04_水煮鱼\04_000151.jpg,4
train,train\04_水煮鱼\04_000813.jpg,4
train,train\05_鱼香茄子\05_000435.jpg,5
train,train\05_鱼香茄子\05_000199.jpg,5
train,train\05_鱼香茄子\05_000611.jpg,5
train,train\05_鱼香茄子\05_000010.jpg,5
train,train\05_鱼香茄子\05_000107.jpg,5
train,train\05_鱼香茄子\05_000068.jpg,5
train,train\05_鱼香茄子\05_000117.jpg,5
train,train\05_鱼香茄子\05_000029.jpg,5
train,train\05_鱼香茄子\05_000934.jpg,5
train,train\05_鱼香茄子\05_000371.jpg,5
train,train\05_鱼香茄子\05_000367.jpg,5
train,train\05_鱼香茄子\05_000287.jpg,5
train,train\05_鱼香茄子\05_000036.jpg,5
train,train\05_鱼香茄子\05_000080.jpg,5
train,train\05_鱼香茄子\05_000661.jpg,5
train,train\05_鱼香茄子\05_000891.jpg,5
train,train\05_鱼香茄子\05_000102.jpg,5
train,train\05_鱼香茄子\05_000383.jpg,5
train,train\05_鱼香茄子\05_000112.jpg,5
train,train\05_鱼香茄子\05_000528.jpg,5
train,train\05_鱼香茄子\05_000006.jpg,5
train,train\05_鱼香茄子\05_000874.jpg,5
train,train\05_鱼香茄子\05_000445.jpg,5
train,train\05_鱼香茄子\05_000841.jpg,5
train,train\05_鱼香茄子\05_000454.jpg,5
train,train\05_鱼香茄子\05_000670.jpg,5
train,train\05_鱼香茄子\05_000432.jpg,5
train,train\05_鱼香茄子\05_000010.jpg,5
train,train\05_鱼香茄子\05_000100.jpg,5
train,train\05_鱼香茄子\05_000888.jpg,5
train,train\05_鱼香茄子\05_000914.jpg,5
train,train\05_鱼香茄子\05_000088.jpg,5
train,train\05_鱼香茄子\05_000192.jpg,5
train,train\05_鱼香茄子\05_000559.jpg,5
train,train\05_鱼香茄子\05_000625.jpg,5
train,train\05_鱼香茄子\05_000075.jpg,5
train,train\05_鱼香茄子\05_000399.jpg,5
train,train\05_鱼香茄子\05_000028.jpg,5
train,train\05_鱼香茄子\05_000885.jpg,5
train,train\05_鱼香茄子\05_000420.jpg,5
train,train\05_鱼香茄子\05_000056.jpg,5
train,train\05_鱼香茄子\05_000176.jpg,5
train,train\05_鱼香茄子\05_000005.jpg,5
train,train\05_鱼香茄子\05_000283.jpg,5
train,train\05_鱼香茄子\05_000048.jpg,5
train,train\05_鱼香茄子\05_000759.jpg,5
train,train\05_鱼香茄子\05_000477.jpg,5
train,train\05_鱼香茄子\05_000858.jpg,5
train,train\05_鱼香茄子\05_000447.jpg,5
train,train\05_鱼香茄子\05_000188.jpg,5
train,train\05_鱼香茄子\05_000619.jpg,5
train,train\05_鱼香茄子\05_000450.jpg,5
train,train\05_鱼香茄子\05_000392.jpg,5
train,train\05_鱼香茄子\05_000048.jpg,5
train,train\05_鱼香茄子\05_000018.jpg,5
train,train\05_鱼香茄子\05_000757.jpg,5
train,train\05_鱼香茄子\05_000826.jpg,5
train,train\05_鱼香茄子\05_000095.jpg,5
train,train\05_鱼香茄子\05_000056.jpg,5
train,train\05_鱼香茄子\05_000457.jpg,5
train,train\05_鱼香茄子\05_000862.jpg,5
train,train\05_鱼香茄子\05_000925.jpg,5
train,train\05_鱼香茄子\05_000111.jpg,5
train,train\05_鱼香茄子\05_000060.jpg,5
train,train\05_鱼香茄子\05_000128.jpg,5
train,train\05_鱼香茄子\05_000525.jpg,5
train,train\05_鱼香茄子\05_000933.jpg,5
train,train\05_鱼香茄子\05_000072.jpg,5
train,train\05_鱼香茄子\05_000025.jpg,5
train,train\05_鱼香茄子\05_000052.jpg,5
train,train\06_酸辣土豆丝\06_000372.jpg,6
train,train\06_酸辣土豆丝\06_000473.jpg,6
train,train\06_酸辣土豆丝\06_000822.jpg,6
train,train\06_酸辣土豆丝\06_000838.jpg,6
train,train\06_酸辣土豆丝\06_000534.jpg,6
train,train\06_酸辣土豆丝\06_000438.jpg,6
train,train\06_酸辣土豆丝\06_000686.jpg,6
train,train\06_酸辣土豆丝\06_000862.jpg,6
train,train\06_酸辣土豆丝\06_000754.jpg,6
train,train\06_酸辣土豆丝\06_000013.jpg,6
train,train\06_酸辣土豆丝\06_000386.jpg,6
train,train\06_酸辣土豆丝\06_000021.jpg,6
train,train\06_酸辣土豆丝\06_000297.jpg,6
train,train\06_酸辣土豆丝\06_000794.jpg,6
train,train\06_酸辣土豆丝\06_000015.jpg,6
train,train\06_酸辣土豆丝\06_000131.jpg,6
train,train\06_酸辣土豆丝\06_000443.jpg,6
train,train\06_酸辣土豆丝\06_000632.jpg,6
train,train\06_酸辣土豆丝\06_000009.jpg,6
train,train\06_酸辣土豆丝\06_000595.jpg,6
train,train\06_酸辣土豆丝\06_000516.jpg,6
train,train\06_酸辣土豆丝\06_000380.jpg,6
train,train\06_酸辣土豆丝\06_000262.jpg,6
train,train\06_酸辣土豆丝\06_000462.jpg,6
train,train\06_酸辣土豆丝\06_000162.jpg,6
train,train\06_酸辣土豆丝\06_000491.jpg,6
train,train\06_酸辣土豆丝\06_000169.jpg,6
train,train\06_酸辣土豆丝\06_000512.jpg,6
train,train\06_酸辣土豆丝\06_000919.jpg,6
train,train\06_酸辣土豆丝\06_000861.jpg,6
train,train\06_酸辣土豆丝\06_000866.jpg,6
train,train\06_酸辣土豆丝\06_000093.jpg,6
train,train\06_酸辣土豆丝\06_000732.jpg,6
train,train\06_酸辣土豆丝\06_000692.jpg,6
train,train\06_酸辣土豆丝\06_000935.jpg,6
train,train\06_酸辣土豆丝\06_000193.jpg,6
train,train\06_酸辣土豆丝\06_000715.jpg,6
train,train\06_酸辣土豆丝\06_000119.jpg,6
train,train\06_酸辣土豆丝\06_000640.jpg,6
train,train\06_酸辣土豆丝\06_000132.jpg,6
train,train\06_酸辣土豆丝\06_000387.jpg,6
train,train\06_酸辣土豆丝\06_000406.jpg,6
train,train\06_酸辣土豆丝\06_000255.jpg,6
train,train\06_酸辣土豆丝\06_000101.jpg,6
train,train\06_酸辣土豆丝\06_000327.jpg,6
train,train\06_酸辣土豆丝\06_000826.jpg,6
train,train\06_酸辣土豆丝\06_000417.jpg,6
train,train\06_酸辣土豆丝\06_000226.jpg,6
train,train\06_酸辣土豆丝\06_000228.jpg,6
train,train\06_酸辣土豆丝\06_000202.jpg,6
train,train\06_酸辣土豆丝\06_000704.jpg,6
train,train\06_酸辣土豆丝\06_000571.jpg,6
train,train\06_酸辣土豆丝\06_000390.jpg,6
train,train\06_酸辣土豆丝\06_000056.jpg,6
train,train\06_酸辣土豆丝\06_000274.jpg,6
train,train\06_酸辣土豆丝\06_000304.jpg,6
train,train\06_酸辣土豆丝\06_000641.jpg,6
train,train\06_酸辣土豆丝\06_000001.jpg,6
train,train\06_酸辣土豆丝\06_000419.jpg,6
train,train\06_酸辣土豆丝\06_000843.jpg,6
train,train\06_酸辣土豆丝\06_000492.jpg,6
train,train\06_酸辣土豆丝\06_000024.jpg,6
train,train\06_酸辣土豆丝\06_000069.jpg,6
train,train\06_酸辣土豆丝\06_000130.jpg,6
train,train\06_酸辣土豆丝\06_000477.jpg,6
train,train\06_酸辣土豆丝\06_000533.jpg,6
train,train\06_酸辣土豆丝\06_000823.jpg,6
train,train\06_酸辣土豆丝\06_000102.jpg,6
train,train\06_酸辣土豆丝\06_000626.jpg,6
train,train\06_酸辣土豆丝\06_000551.jpg,6
train,train\07_西红柿炒蛋\07_000000.jpg,7
train,train\07_西红柿炒蛋\07_000207.jpg,7
train,train\07_西红柿炒蛋\07_000841.jpg,7
train,train\07_西红柿炒蛋\07_000369.jpg,7
train,train\07_西红柿炒蛋\07_000089.jpg,7
train,train\07_西红柿炒蛋\07_000017.jpg,7
train,train\07_西红柿炒蛋\07_000408.jpg,7
train,train\07_西红柿炒蛋\07_000507.jpg,7
train,train\07_西红柿炒蛋\07_000010.jpg,7
train,train\07_西红柿炒蛋\07_000911.jpg,7
train,train\07_西红柿炒蛋\07_000128.jpg,7
train,train\07_西红柿炒蛋\07_000626.jpg,7
train,train\07_西红柿炒蛋\07_000725.jpg,7
train,train\07_西红柿炒蛋\07_000025.jpg,7
train,train\07_西红柿炒蛋\07_000111.jpg,7
train,train\07_西红柿炒蛋\07_000296.jpg,7
train,train\07_西红柿炒蛋\07_000652.jpg,7
train,train\07_西红柿炒蛋\07_000002.jpg,7
train,train\07_西红柿炒蛋\07_000015.jpg,7
train,train\07_西红柿炒蛋\07_000265.jpg,7
train,train\07_西红柿炒蛋\07_000557.jpg,7
train,train\07_西红柿炒蛋\07_000801.jpg,7
train,train\07_西红柿炒蛋\07_000015.jpg,7
train,train\07_西红柿炒蛋\07_000899.jpg,7
train,train\07_西红柿炒蛋\07_000052.jpg,7
train,train\07_西红柿炒蛋\07_000447.jpg,7
train,train\07_西红柿炒蛋\07_000757.jpg,7
train,train\07_西红柿炒蛋\07_000031.jpg,7
train,train\07_西红柿炒蛋\07_000247.jpg,7
train,train\07_西红柿炒蛋\07_000474.jpg,7
train,train\07_西红柿炒蛋\07_000023.jpg,7
train,train\07_西红柿炒蛋\07_000276.jpg,7
train,train\07_西红柿炒蛋\07_000887.jpg,7
train,train\07_西红柿炒蛋\07_000767.jpg,7
train,train\07_西红柿炒蛋\07_000132.jpg,7
train,train\07_西红柿炒蛋\07_000884.jpg,7
train,train\07_西红柿炒蛋\07_000374.jpg,7
train,train\07_西红柿炒蛋\07_000749.jpg,7
train,train\07_西红柿炒蛋\07_000123.jpg,7
train,train\07_西红柿炒蛋\07_000107.jpg,7
train,train\07_西红柿炒蛋\07_000085.jpg,7
train,train\07_西红柿炒蛋\07_000524.jpg,7
train,train\07_西红柿炒蛋\07_000435.jpg,7
train,train\07_西红柿炒蛋\07_000526.jpg,7
train,train\07_西红柿炒蛋\07_000907.jpg,7
train,train\07_西红柿炒蛋\07_000041.jpg,7
train,train\07_西红柿炒蛋\07_000866.jpg,7
train,train\07_西红柿炒蛋\07_000394.jpg,7
train,train\07_西红柿炒蛋\07_000303.jpg,7
train,train\07_西红柿炒蛋\07_000492.jpg,7
train,train\07_西红柿炒蛋\07_000016.jpg,7
train,train\07_西红柿炒蛋\07_000090.jpg,7
train,train\07_西红柿炒蛋\07_000006.jpg,7
train,train\07_西红柿炒蛋\07_000384.jpg,7
train,train\07_西红柿炒蛋\07_000666.jpg,7
train,train\07_西红柿炒蛋\07_000081.jpg,7
train,train\07_西红柿炒蛋\07_000678.jpg,7
train,train\07_西红柿炒蛋\07_000227.jpg,7
train,train\07_西红柿炒蛋\07_000813.jpg,7
